380.0, 0.0
385.0, 0.01
390.0, 0.02
395.0, 0.04
400.0, 0.08
405.0, 0.17
410.0, 0.41
415.0, 0.93
420.0, 1.84
425.0, 3.05
430.0, 4.29
435.0, 5.69
440.0, 7.06
445.0, 7.91
450.0, 7.74
455.0, 6.62
460.0, 5.13
465.0, 3.85
470.0, 2.94
475.0, 2.34
480.0, 1.99
485.0, 1.92
490.0, 2.19
495.0, 2.87
500.0, 4.03
505.0, 5.64
510.0, 7.49
515.0, 9.25
520.0, 10.82
525.0, 12.11
530.0, 13.08
535.0, 13.66
540.0, 14.01
545.0, 14.19
550.0, 14.28
555.0, 14.27
560.0, 14.19
565.0, 14.03
570.0, 13.82
575.0, 13.59
580.0, 13.35
585.0, 13.2
590.0, 13.19
595.0, 13.46
600.0, 14.31
605.0, 16.15
610.0, 19.49
615.0, 25.07
620.0, 33.87
625.0, 40.75
630.0, 35.59
635.0, 21.59
640.0, 11.11
645.0, 7.27
650.0, 5.58
655.0, 4.64
660.0, 3.98
665.0, 3.48
670.0, 3.07
675.0, 2.73
680.0, 2.42
685.0, 2.15
690.0, 1.91
695.0, 1.7
700.0, 1.5
705.0, 1.33
710.0, 1.18
715.0, 1.05
720.0, 0.93
725.0, 0.83
730.0, 0.74
735.0, 0.65
740.0, 0.57
745.0, 0.51
750.0, 0.46
755.0, 0.41
760.0, 0.37
765.0, 0.34
770.0, 0.3
775.0, 0.28
780.0, 0.25
