380.0, 0.01
385.0, 0.06
390.0, 0.26
395.0, 1.15
400.0, 4.47
405.0, 11.98
410.0, 19.89
415.0, 20.24
420.0, 14.39
425.0, 8.95
430.0, 5.78
435.0, 4.65
440.0, 4.86
445.0, 5.78
450.0, 6.97
455.0, 8.1
460.0, 9.05
465.0, 9.82
470.0, 10.52
475.0, 11.21
480.0, 11.87
485.0, 12.5
490.0, 12.98
495.0, 13.23
500.0, 13.3
505.0, 13.21
510.0, 13.05
515.0, 12.88
520.0, 12.74
525.0, 12.68
530.0, 12.7
535.0, 12.77
540.0, 12.91
545.0, 13.04
550.0, 13.16
555.0, 13.26
560.0, 13.35
565.0, 13.42
570.0, 13.52
575.0, 13.64
580.0, 13.83
585.0, 14.07
590.0, 14.42
595.0, 14.82
600.0, 15.26
605.0, 15.64
610.0, 16.03
615.0, 16.4
620.0, 16.67
625.0, 16.88
630.0, 16.93
635.0, 16.85
640.0, 16.62
645.0, 16.23
650.0, 15.72
655.0, 15.07
660.0, 14.31
665.0, 13.45
670.0, 12.57
675.0, 11.64
680.0, 10.69
685.0, 9.78
690.0, 8.87
695.0, 8.0
700.0, 7.17
705.0, 6.37
710.0, 5.65
715.0, 5.01
720.0, 4.42
725.0, 3.88
730.0, 3.39
735.0, 2.95
740.0, 2.58
745.0, 2.24
750.0, 1.95
755.0, 1.7
760.0, 1.47
765.0, 1.3
770.0, 1.1
775.0, 0.96
780.0, 0.84
