300.0, 0.0
305.0, 0.0
310.0, 0.0
315.0, 0.0
320.0, 0.01
325.0, 0.13
330.0, 0.64
335.0, 1.77
340.0, 3.94
345.0, 7.16
350.0, 11.34
355.0, 15.68
360.0, 19.48
365.0, 22.5
370.0, 24.84
375.0, 23.81
380.0, 22.55
385.0, 25.56
390.0, 28.77
395.0, 38.67
400.0, 48.53
405.0, 52.21
410.0, 55.72
415.0, 57.33
420.0, 58.95
425.0, 57.84
430.0, 56.75
435.0, 65.08
440.0, 73.45
445.0, 79.73
450.0, 86.12
455.0, 88.09
460.0, 90.05
465.0, 90.64
470.0, 91.18
475.0, 93.17
480.0, 95.14
485.0, 93.69
490.0, 92.23
495.0, 94.19
500.0, 96.13
505.0, 96.65
510.0, 97.16
515.0, 97.44
520.0, 97.71
525.0, 100.18
530.0, 102.63
535.0, 101.9
540.0, 101.16
545.0, 101.87
550.0, 102.56
555.0, 101.29
560.0, 100.0
565.0, 98.73
570.0, 97.41
575.0, 97.75
580.0, 98.07
585.0, 95.12
590.0, 92.18
595.0, 93.98
600.0, 95.8
605.0, 96.35
610.0, 96.85
615.0, 96.37
620.0, 95.88
625.0, 93.97
630.0, 92.09
635.0, 93.28
640.0, 94.45
645.0, 92.64
650.0, 90.82
655.0, 91.74
660.0, 92.65
665.0, 94.65
670.0, 96.58
675.0, 94.35
680.0, 92.14
685.0, 86.42
690.0, 80.74
695.0, 82.37
700.0, 83.94
705.0, 84.18
710.0, 84.42
715.0, 76.8
720.0, 69.24
725.0, 73.31
730.0, 77.32
735.0, 79.68
740.0, 81.97
745.0, 75.3
750.0, 68.69
755.0, 59.42
760.0, 50.23
765.0, 60.97
770.0, 71.62
775.0, 69.34
780.0, 67.06
